"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
619607,45,2,1,1,1,1,2,5400,15,1,1,1,1,9,2017,15,7,7312,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,100,0,0,1,100,1999,12,1,1999,7,1,2,"",1,15,2,1,48,5,59,10,NA,1,65,1,10,2,1,30,48,1,2,4,2,1,"Manufacturing Of Food",1544,80,148975,"One Hundred Forty Eight Thousand Nine Hundred Seventy Five",123000,100,0,0,NA,NA,NA,NA,NA,5,10,60,40,2,NA,NA,3,3,2,10,2,1,1,1,1,1,2,1,1,1,2,2,"",1,1,1,"Added Drinks To Our Sale","Completely New",1,"Deliver Food To Customers Base On Request","Completely New",2,NA,90,48,0,100,0,0,100,0,2,NA,NA,NA,NA,"",4,1,10,NA,1,5,NA,4,15,10,90,0,0,0,10,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,2,NA,NA,"",NA,3,"",-9,20,1,5,2,1,0,0,NA,2,NA,NA,2,NA,NA,0,3,2,0,0,0,9,13,5,4,0,1,4,4,2,NA,0,NA,NA,10,1,NA,2,NA,1,1,1,1,1,1,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,2,1,8,15825,12340,5000,NA,46740,-9,21900,"Sale Assistant",3,2,"",NA,NA,"",NA,NA,1,9,2017,15,43,1,4,3,0,45,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619608,51,2,1,1,1,1,3,5400,51,3,1,1,18,7,2017,13,36,7312,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2005,4,1,1995,20,2,2,"",1,90,2,1,16,8,53,NA,325,1,2,2,NA,NA,NA,NA,NA,2,2,4,1,3,"Sale Of African & American Movies Dics",5139,65,26750,"Twenty-Six Thousand Seven Hundred Fifty",6725,100,0,0,NA,NA,NA,NA,NA,1,0,0,100,2,NA,NA,1,1,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"Added New Sattile Station Satcome","Completely New",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,NA,1000,1,NA,175,3,0,0,80,15,0,0,5,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1700,400,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,1,1,5,"",2,NA,"",1,1,2,NA,NA,2,NA,NA,200,1,4,2,1,4,1,3,3,2,2,3,3,6,3,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,5,2,NA,NA,NA,NA,1,1,1,1,1,1,0,2,NA,NA,NA,NA,NA,"","United Methodist University",3,"",NA,"",NA,0,0,8,850,NA,500,NA,NA,NA,NA,"Manager",20,1,"",NA,NA,"",NA,NA,18,7,2017,14,32,1,1,1,NA,NA,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619609,52,2,2,1,1,1,3,5400,51,3,1,1,25,8,2017,13,29,5641,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2001,6,2,2002,6,2,2,"",1,14,2,2,NA,NA,NA,NA,NA,1,25,2,NA,NA,NA,NA,NA,2,2,2,0,3,"Drinks",5122,75,64000,"Sixty Four Thousands",28000,100,0,0,NA,NA,NA,NA,NA,0,0,50,50,2,NA,NA,1,1,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,1,5,25,75,0,0,0,25,NA,1,500,300,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,600,750,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",4,2,1,3,2,2,NA,1,NA,2,NA,NA,2,NA,NA,1,1,1,1,1,1,10,6,NA,NA,NA,NA,NA,NA,NA,2,10,2,10,2,2,NA,NA,NA,NA,1,1,1,1,0,0,0,2,NA,NA,NA,NA,NA,"","University Of Liberia",4,"African Methodist Episcopal University",4,"",NA,1,1,1,6400,NA,500,NA,NA,NA,NA,"Manager",6,1,"",NA,NA,"",NA,NA,25,8,2017,14,33,1,1,3,1,10,1,2,2,1,3.33341383934021,4.41874265670776,8.42745876312256,8
619610,53,1,1,1,1,1,2,6791,36,1,1,1,13,7,2017,12,48,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2005,5,2,2005,17,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,-7,NA,NA,2,2,3,1,1,"General Furniture, That Includes Roofing, Doors, Beds, Chairs, Etc",3610,100,148000,"One Hundred Forty Eight Thousand",130000,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,0,1,10,2,1,3,1,1,1,2,1,2,1,2,2,"",1,2,NA,"","",2,"","",2,NA,80,63,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,1,10,NA,3,30,40,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,1,2,2,NA,NA,"",NA,3,"",1,10,1,24,1,2,NA,2,NA,2,NA,NA,1,5,2,2,3,3,0,2,0,15,13,10,5,10,0,0,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,0,0,1,0,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,3,1,2000,1000,175,NA,48000,1500,800,"General Manager",12,1,"Chief Advisor",9,1,"",NA,NA,13,7,2017,13,56,1,1,2,1,13,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619611,56,1,1,1,1,1,4,5400,36,1,1,1,30,8,2017,9,39,3358,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2009,8,1,2009,15,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,2,2,3,0,1,"Furniture",3610,100,80000,"Eighty Thousand",60000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,3,0,1,-4,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Free Delivery And 5% Discount On Furniture","Completely New",2,"","",2,NA,100,54,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,1,-9,0,50,0,0,25,25,NA,1,5000,7400,50,NA,0,NA,0,NA,0,NA,25,NA,0,NA,25,NA,NA,-9,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,1,2,NA,NA,"",NA,5,"",2,-9,1,1,1,2,NA,-8,NA,2,NA,NA,2,NA,NA,0,0,0,0,2,0,7,5,7,0,0,2,5,0,0,NA,0,NA,NA,10,2,NA,NA,NA,NA,1,1,1,1,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,2,1,8600,5600,3200,NA,-9,-9,5000,"Manager",15,1,"",NA,NA,"",NA,NA,30,8,2017,10,27,2,3,3,0,45,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619612,57,1,2,1,1,1,2,5400,51,3,1,1,11,9,2017,15,8,3409,87,2,1,4,1,1,1,NA,5,"",75,25,75,0,0,1,25,2002,18,1,2002,5,1,2,"",1,1,2,1,2,4,25,NA,1550,1,75,1,1,2,NA,NA,NA,1,2,3,3,3,"Wholesalers Of Paint",5143,5,210000,"Two Hundred Ten Thousand",140000,50,50,0,NA,NA,NA,NA,2012,0,25,50,50,1,3,NA,1,2,NA,NA,NA,1,2,1,1,2,1,2,2,2,2,2,"",1,1,1,"Free Delivery Of Whole Sale  Goods And The  Introduction Of The Water Paint Rubber Bucket","Completely New",1,"Free Delivery Of Whole Sale  Goods And The  Introduction Of The Water Paint Rubber Bucket","Completely New",2,NA,NA,NA,0,100,0,0,100,0,1,2,2,NA,NA,"",1,1,NA,1300,1,NA,2400,3,25,10,75,25,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,2014,4500,2,NA,NA,NA,NA,NA,NA,1,4500,2,2,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",3,5,1,3,2,1,0,NA,0,1,2,-8,1,1,-8,1,1,1,0,3,2,16,12,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,16,2,NA,NA,NA,NA,2,2,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,2,4,3500,NA,1000,NA,NA,NA,NA,"Manager",3,2,"",NA,NA,"",NA,NA,11,9,2017,16,30,1,1,1,NA,NA,1,2,1,1,1,1.34531581401825,1.93357586860657,6
619613,59,1,1,1,1,1,3,5400,27,1,1,1,2,9,2017,15,38,7312,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,100,0,0,2,NA,1999,3,1,1999,18,2,2,"",2,NA,NA,1,27,14,59,15,NA,1,20,2,NA,NA,-7,NA,NA,2,2,4,3,1,"Jewelry",2720,100,115200,"One Hundred And Fifteen Thousands Two Hundred",35075,100,0,0,NA,NA,NA,NA,NA,0,0,90,10,2,NA,NA,1,1,2,15,2,2,3,1,1,1,2,1,2,1,2,2,"",1,1,1,"Created Improve And Better Designed","Completed New",1,"Completed New Designed","Similar",2,NA,90,48,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,0,20,5,95,0,0,5,0,NA,1,5000,3500,90,NA,5,NA,0,NA,0,NA,5,NA,0,NA,0,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,1,1,2,NA,NA,"",NA,3,"",3,3,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,1,1,1,1,1,10,6,8,2,3,3,2,3,2,NA,0,NA,NA,15,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","African Methodist Episcopal University",3,"",NA,"",NA,1,1,2,17950,10325,7300,NA,52000,-9,9670,"Sale Representative",18,1,"",NA,NA,"",NA,NA,2,9,2017,17,41,1,4,1,NA,NA,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619614,60,2,1,1,1,1,2,5400,51,3,1,2,14,9,2017,19,3,3409,87,2,1,2,1,1,1,NA,3,"",100,100,0,0,0,1,100,2003,2,1,2003,5,1,2,"",1,1,-8,1,2,3,55,NA,0,1,15,2,NA,NA,NA,NA,NA,1,2,0,0,3,"Cement, Rice, Vegetables Oil, And Soft Drink Saba",5122,100,144000,"One Hundred Forty Four Thousand",128000,100,0,0,NA,NA,NA,NA,NA,0,10,50,50,1,3,NA,0,2,NA,NA,NA,1,2,1,1,2,1,1,2,2,2,2,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,1,1,-8,NA,NA,"",2,1,NA,500,2,NA,NA,1,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,6700,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",1,3,1,3,2,2,NA,NA,0,1,1,-8,1,1,-8,1,1,2,0,2,1,22,20,NA,NA,NA,NA,NA,NA,NA,7,0,NA,NA,100,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","University Of Liberia",3,"United Methodist University",3,"",NA,2,1,14,7000,NA,1000,NA,NA,NA,NA,"General Manager",6,2,"",NA,NA,"",NA,NA,14,9,2017,20,3,1,1,3,1,7,1,1,2,1,6.77423906326294,8.39657783508301,20.2282333374023,4
619615,63,1,1,2,1,1,2,6091,18,1,1,1,28,8,2017,15,36,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2006,5,1,2006,17,2,2,"",1,-6,2,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,2,2,0,0,1,"We Sew Garments For Both Male And Female",1810,100,48000,"Forty Eight Thousand",72000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,1,4,2,3,0,2,-4,2,1,0,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"Yes, We Introduced Four Different Design Machines, Ones That We Didn'T Have At The Beginning Of The Business.","Nothing Similar",2,"","",2,NA,100,78,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,1,10,NA,2,0,30,100,0,0,0,0,NA,1,2100,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,2,1,1,NA,2016,5000,2,NA,NA,NA,NA,NA,NA,1,5000,2,1,NA,1,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",3,1,1,1,2,2,NA,0,NA,2,NA,NA,1,1,2,1,1,0,0,0,0,9,7,7,2,5,2,0,4,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,1,0,1,0,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,15,12000,7400,6500,NA,35000,21000,15000,"Assistant Manager",4,2,"Ceo",16,1,"",NA,NA,28,8,2017,16,47,1,1,2,1,18,2,4,1,1,6.01918315887451,5.63215017318726,7.06020736694336,16
619616,64,1,1,1,2,1,2,4400,29,1,2,1,15,8,2017,15,59,5154,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2010,3,1,2010,9,2,2,"",1,90,1,1,3,24,0,25,NA,1,20,2,NA,NA,-7,NA,NA,2,2,3,3,1,"Fabricating And Repairing Of Air Conditioner",2919,70,185000,"One Hundred Eighty Five Thousand",130000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,3,3,1,2,2,1,3,1,1,2,2,1,2,2,2,2,"",0,2,NA,"","",2,"","",2,NA,20,72,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,2,0,0,50,50,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,1,1,NA,2015,3000,1,2,2,2,1,2,6000,1,5000,2,2,1,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,1,"",1,15,2,NA,NA,2,NA,20,NA,2,NA,NA,1,9,1,3,2,3,3,3,4,17,15,17,0,17,0,0,0,0,NA,0,NA,NA,-9,2,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,3,3,4,40000,21000,15000,NA,80000,3500,1000,"Manager",4,1,"",NA,NA,"",NA,NA,15,8,2017,17,50,2,3,1,NA,NA,1,1,1,1,1,1.21538984775543,2.20653176307678,2
619617,65,2,1,1,1,1,5,6791,20,1,1,1,7,10,2017,16,27,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2002,2,2,2014,27,2,2,"",1,90,2,2,NA,NA,NA,NA,NA,2,NA,1,15,1,2,NA,NA,2,2,4,0,1,"Manufacture Of Builders' Carpentry And Joinery",2022,100,2200,"Two Thousand Two Hundred",5400,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,-7,1,2,2,1,1,1,1,1,1,1,1,1,1,2,"",2,2,NA,"","",2,"","",2,NA,20,8,0,100,0,0,100,0,1,30,2,NA,NA,"",1,1,6,NA,1,25,NA,1,0,5,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1300,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,2,0,1,3,1,2,NA,2,NA,2,NA,1,7,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,3,"",1,1,1,12,1,1,-8,NA,0,2,NA,NA,1,-6,2,3,3,3,0,0,0,17,16,16,1,5,6,5,0,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,0,0,1,0,1,0,1,1,2,2,2,2,2,"","-7",NA,"-7",NA,"-7",NA,0,0,8,800,200,480,NA,-9,0,3000,"General Manager/ Ceo",15,1,"Secretary",2,1,"",NA,NA,11,7,2017,13,6,1,1,2,1,22,1,1,2,1,6.77423906326294,8.39657783508301,20.2282333374023,4
619618,66,1,1,1,1,1,2,6791,36,1,1,1,23,8,2017,9,19,3048,87,2,2,NA,NA,NA,NA,NA,4,"",90,0,100,0,0,2,NA,2004,15,1,2004,14,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,1,30,24,1,2,3,0,1,"Manufacturing And Sales Of Furniture For Home And Offices",3610,100,16000,"Sixteen Thousands",100000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,0,3,2,15,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"Yes, We Have Brought In New Bed, Cupboards , Offices Furniture, Etc.","Nothing Similar",2,"","",2,NA,100,52,100,0,0,0,100,0,2,NA,NA,NA,NA,"",0,1,5,NA,2,NA,NA,0,0,80,60,0,0,0,40,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,2,1,2,NA,NA,"",NA,3,"",4,1,1,4,2,2,NA,0,NA,2,NA,NA,2,NA,NA,1,1,0,0,3,0,9,12,8,1,3,0,5,1,0,NA,0,NA,NA,0,2,NA,NA,NA,NA,0,0,1,0,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,4,2000,800,1000,NA,-9,0,300000,"Partner",13,1,"",NA,NA,"",NA,NA,23,8,2017,10,12,1,1,3,1,6,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619619,67,2,1,1,1,1,2,6791,52,2,1,1,6,7,2017,14,48,3459,87,2,1,5,1,1,1,NA,4,"",50,100,0,0,0,2,NA,2010,8,2,2010,20,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,3,3,2,"Retail Of Plant Or Timber",5259,100,2480,"Two Thousand Four Hundred Eighty",1460,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,3,0,NA,NA,NA,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,2,1,"",1,1,14,NA,1,11,NA,1,0,6,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,3,1,2,2,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",1,1,2,NA,NA,2,NA,1,NA,2,NA,NA,2,NA,NA,1,1,0,0,3,1,5,3,NA,NA,NA,NA,NA,NA,NA,5,3,0,3,1,2,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,1,288,NA,500,300,NA,NA,NA,"Manager",8,1,"",NA,NA,"",NA,NA,6,7,2017,16,0,1,1,1,NA,NA,1,1,2,1,37.1034393310547,46.377025604248,111.727096557617,4
619620,71,1,1,1,1,1,2,6791,52,2,1,1,12,7,2017,13,2,3048,87,2,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2012,5,2,2012,20,2,2,"",1,365,2,1,90,3,30,20,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,3,1,2,"Repair Of Personal And Household Goods",5260,100,15000,"Fifteen Thousand",4600,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,0,NA,NA,NA,1,0,1,1,1,2,1,2,1,1,2,"",0,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,-9,NA,"",0,2,NA,NA,1,50,NA,1,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,3,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,2,2,2,2,NA,NA,"",NA,1,"",2,5,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,1,0,0,0,0,0,6,3,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,35,2,NA,NA,NA,NA,0,0,1,0,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,3,1,7200,NA,3600,-9,NA,NA,NA,"General Manager",5,1,"Technician/ Repairer",4,1,"General Manager",5,1,12,7,2017,14,15,1,1,2,1,17,1,1,1,1,8.67806816101074,11.0044765472412,19.9785480499268,2
619621,72,2,1,1,1,1,2,6791,60,3,1,2,9,9,2017,16,15,3048,87,2,2,NA,NA,NA,NA,NA,4,"",50,50,50,0,0,2,NA,1963,-9,1,1963,50,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,1,1,3,0,6,"Airlines Services, Ticketing And Booking.",6304,100,159500,"One Hundred Fifty Nine Thousand Five Hundred",135200,100,0,0,NA,NA,NA,NA,NA,-7,NA,50,50,2,NA,NA,1,0,NA,NA,NA,2,0,1,1,1,1,1,2,1,2,2,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,0,100,0,2,NA,NA,NA,NA,"",1,1,5,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,4,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",2,1,1,12,2,2,NA,0,NA,2,NA,NA,2,NA,NA,0,1,0,0,3,0,25,20,NA,NA,NA,NA,NA,NA,NA,5,0,NA,NA,100,1,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","University Of Liberia",3,"African Methodist Episcopal University",3,"United Methodist University",3,1,2,8,65000,NA,3000,NA,NA,NA,NA,"Chairman",64,1,"Pilot",45,1,"Chairman",54,1,9,9,2017,17,1,2,3,3,0,45,1,1,2,1,6.77423906326294,8.39657783508301,20.2282333374023,4
